CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Profit1,Profit2,Cost1,Cost2
15740404,He,758,France,Female,34,3,0.0,2,1,1,124226.16,1730.97,1502.33,321.0,200.2
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,765.85,806.95,287.57,197.5
15677871,Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,1178.92,998.41,291.71,203.3
15642004,Alekseeva,686,France,Male,25,1,0.0,2,0,1,16459.37,512.52,1530.21,321.0,216.4
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,945.04,1009.59,283.59,192.1
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,1290.83,923.69,273.55,201.1
15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,109.81,2047.04,321.17,229.9
15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,323.0,1208.46,286.27,206.3
15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,656.57,2027.1,253.0,203.6
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1263.8,725.36,281.25,217.1
15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,1296.39,599.99,284.27,190.4
15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,1556.39,313.3,321.0,209.7
15628145,Forwood,682,France,Female,43,5,125851.93,1,1,1,193318.33,1526.47,1187.97,290.07,198.8
15713483,Greeves,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1401.64,1000.2,328.0,178.7
15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,970.82,816.49,328.0,209.9
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,466.42,1041.4,296.42,240.5
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,2176.7,536.8,276.85,217.5
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,0,0,24495.03,659.58,1447.28,299.52,208.0
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,1072.55,939.32,292.66,192.5
15794413,Harris,416,France,Male,32,0,0.0,2,0,1,878.87,1138.04,1131.19,321.0,236.4
15650237,Morgan,754,Spain,Female,32,7,0.0,2,1,0,89520.75,1122.43,376.72,321.0,202.6
15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,846.62,1524.0,328.0,208.5
15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42,1471.07,113.07,321.0,196.4
15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,145.31,920.38,289.2,219.1
15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,1233.9,1438.67,321.0,205.6
15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1452.53,1041.87,328.0,182.4
15655007,Li,758,France,Female,33,7,0.0,2,0,0,82996.47,249.24,747.01,321.0,201.2
15623595,Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,991.5,1654.14,321.0,223.4
15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,745.25,214.97,304.37,172.4
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,851.41,157.73,291.38,213.9
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,600.45,1710.05,302.47,216.3
15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,1821.8,145.25,321.0,211.6
15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,1245.03,472.29,299.0,181.0
15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,1844.74,2237.53,321.0,201.9
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1606.17,611.33,286.15,212.7
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,1294.71,1375.39,283.41,213.0
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1120.44,957.77,296.48,215.6
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,667.78,1336.89,298.49,207.5
15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1641.71,1382.72,321.0,204.3
15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,1429.96,1380.79,317.04,217.8
15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,1189.59,1683.43,287.94,232.6
15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,1182.48,605.32,298.09,220.2
15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1253.15,486.98,288.2,218.0
15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0.0,958.07,268.27,222.2
15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,1297.73,91.71,321.0,218.8
15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,87.65,886.13,286.07,226.6
15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,1097.88,506.73,321.0,229.0
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,1459.4,1235.81,250.76,213.4
15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,257.5,551.08,302.0,210.3
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,464.53,2152.44,272.2,179.6
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,1141.22,157.91,291.84,180.0
15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,1382.79,1345.72,321.0,194.0
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,1789.11,1430.2,264.92,187.2
15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,959.4,136.56,321.0,204.4
15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,865.7,1253.43,328.0,179.6
15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,862.44,872.94,321.0,226.6
15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,887.45,1256.66,303.49,198.0
15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,201.05,1864.46,328.0,220.5
15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,1567.77,1820.14,321.0,218.4
15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,1144.8,1601.33,290.31,207.3
15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1281.07,1382.29,317.89,197.5
15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,1647.92,1268.03,303.84,222.8
15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,1109.32,1483.9,321.0,222.1
15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,829.94,430.43,306.49,217.9
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,1847.64,464.71,315.14,223.0
15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,1248.71,1039.69,265.6,194.3
15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,1250.37,1351.45,321.0,216.4
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,1057.38,2126.31,299.14,200.9
15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,1475.25,1021.19,321.0,202.9
15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,477.13,1024.45,304.79,222.9
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,1062.35,1149.79,282.48,195.0
15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0.0,929.15,300.29,192.1
15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,0.0,74.12,328.0,208.4
15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1560.25,1058.64,281.49,200.9
15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,783.16,468.06,264.67,225.8
15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,1450.83,1226.64,328.0,218.0
15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,186.84,837.49,308.12,208.2
15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,1498.03,1086.67,285.52,214.2
15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,342.84,1559.29,328.0,200.7
15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,868.87,693.13,299.81,197.9
15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,1392.31,718.93,265.09,208.1
15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,1328.77,563.52,321.0,218.7
15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,762.99,0.0,321.0,207.0
15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,1040.56,1978.7,321.45,208.4
15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,883.61,360.65,286.86,226.8
15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,0.0,991.8,299.57,196.2
15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,1450.14,2029.17,328.0,194.5
15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,748.49,1305.22,321.0,204.0
15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1900.64,1264.95,293.1,186.3
15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,622.25,584.53,328.0,196.8
15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,1479.73,650.32,288.64,206.4
15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,657.52,1529.47,328.0,228.6
15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,1547.72,205.82,321.0,211.3
15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1188.56,627.71,328.0,192.0
15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,957.0,561.56,303.22,197.9
15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,1533.69,2237.43,260.72,206.0
15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,1408.57,729.79,321.0,210.6
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1316.27,243.42,301.7,216.3
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1169.59,1281.97,304.56,184.9
15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,1395.13,1234.98,287.58,221.6
15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,1556.25,1184.46,321.0,170.7
15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,1434.45,947.1,321.0,209.0
15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,1475.61,1607.95,321.0,221.8
15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,1405.34,856.35,286.14,213.3
15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,1322.7,1936.62,289.01,184.5
15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1410.03,1127.51,302.92,191.7
15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,732.97,1730.08,328.0,209.8
15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,574.03,1533.65,280.89,213.1
15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,2879.04,1044.21,314.0,197.2
15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,1372.69,1147.6,305.41,211.7
15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,1495.7,1693.63,321.0,205.8
15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,827.84,1994.06,294.6,198.5
15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,2075.12,819.2,293.02,202.7
15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,648.87,890.85,294.29,177.1
15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,1118.5,946.24,321.0,223.7
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,402.45,450.87,291.25,206.5
15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,1614.94,1030.14,269.8,206.8
15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,1141.64,1498.44,321.0,229.5
15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,1033.36,625.67,301.45,222.6
15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,984.57,1706.69,289.79,182.1
15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,89.51,2745.97,314.08,196.9
15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,1874.47,2305.49,321.0,217.3
15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,1250.1,751.23,321.0,162.9
15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,370.25,1544.06,313.13,218.6
15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,759.78,1213.21,328.0,212.4
